Ref,Producto,Marca,Categoria,Proveedor,Canales
1010,Cábano Festy,Festy Pet,SNACKS,Festy Pet,"C1,C2"
1011,Cábano Festy,Festy Pet,SNACKS,Festy Pet,"C1,C2"
1012,Cábano Ranchero,Festy Pet,SNACKS,Festy Pet,"C1,C2"
1013,Salchicha,Festy Pet,SNACKS,Festy Pet,"C1,C2"
1014,Cábano Loky (Línea económica),Festy Pet,SNACKS,Festy Pet,"C1,C2"
1015,Cábano Duro,Festy Pet,SNACKS,Festy Pet,"C1,C2"
1016,Cábano Duro,Festy Pet,SNACKS,Festy Pet,"C1,C2"
1017,"Chorizo (Carne, soya y vegetal)",Festy Pet,SNACKS,Festy Pet,"C1,C2"
1018,Recortes (Mezcla de productos),Festy Pet,SNACKS,Festy Pet,"C1,C2"
1019,Recortes (Mezcla de productos),Festy Pet,SNACKS,Festy Pet,"C1,C2"
Bil1,Albondiga de Carne (750g) 25und,Bilan,ALBONDIGAS,Bilan Naturals Pets,"C1,C3"
Bil2,Albondiga de Pollo (750g) 25und,Bilan,ALBONDIGAS,Bilan Naturals Pets,"C1,C3"
Bil3,Albondiga de Cordero (750g) 25und,Bilan,ALBONDIGAS,Bilan Naturals Pets,"C1,C3"
Bil4,Bocaditos de hígado 70g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil5,Bocaditos de hígado 250g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil6,Galletas Zanahoria Manzana 150g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil7,Galletas Zanahoria Manzana 500g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil8,Cabano Conejo 150g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil9,Cabano Conejo 450g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil10,Cabano Cordero 150g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil11,Cabano Cordero450g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil12,Galletas Higado con quinoa 150g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil13,Galletas Higado con quinoa 500g,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil14,Mini Cabano conejo 50g Gato,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
Bil15,Mini Cabano cordero 50g Gato,Bilan,SNACKS,Bilan Naturals Pets,"C1,C2"
924521,"AD KITTEN X 0,4KG- 1885",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
924522,"AD KITTEN X 1,5KG- 1892",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
962815,AD KITTEN X 10KG - 9866,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
922209,"AD CAT ADULT X 0,4KG- 1939",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
531211,"AD CAT ADULT X 1,5KG- 1946",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
962817,AD CAT ADULT X 10KG- 9170,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
921864,"AD CAT HAIRBALL STERIL.X1,5KG-8649",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
922080,"AD CAT SENSITIVE STERIL.X1,5KG-7886",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
922227,"AD CAT STERILIZED X 0,4KG- 0467",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
577219,"AD CAT STERILIZED ADULT TURKEYX1,5KG- 0474",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
962819,AD CAT ADULT STERILIZED X 10KG-9392,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2583,"AD CAT STERILIZED JUNIOR X 1,5KG- 4501",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2584,AD CAT STERILIZED JUNIOR X 10KG- 9187,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500679,"AD CAT STERILIZED SENIORX1,5KG- 3917",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
921503,"AVET CAT GASTRO. SENSITIVE X1,5KG- 5037",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2581,"AVET CAT HYPOALLER. 1,25KG- 1921",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2582,"AVET CAT HYPOALLER. 6,5 KG- 1914",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
598211,"AVET CAT RENAL X1,5KG- 2448",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
962345,AVET CAT RENAL X8KGKG- 1973,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
596211,"AVET CAT URINARYX1,5KG- 2400",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500982,AVET CAT URINARY X 3KG-9827,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
596710,AVET CAT URINARY X 8KG -8074,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923913,"AVET CAT WEIGHT BAL. 1,5KG- 9132",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923938,AVET CAT W BALANCE X 3KG- 9385,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
965780,"AD PUPPY MINI X 0,7KG - 2627",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923523,"AD PUPPY MINI X 1,5KG- 5233",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
501319,AD PUPPY MINI X 3KG- 0130,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
965800,"AD PUPPY SENSITIVE X 0,7KG- 2894",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500933,"AD PUPPY SENSITIVE 0,8KG- 9339",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500934,AD PUPPY SENSITIVE 3KG- 9346,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
920179,AD PUPPY SENSITIVE SR X12-9353,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
965765,"AD DOG ADULT MINI 0,7KG-2030",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
502110,"AD DOG ADULT MINI 0,8KG- 0178",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923522,"AD DOG ADULT MINI 1,5KG- 5226",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
965767,AD DOG ADULT MINI  X 7KG - 2047,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923530,"AD DOG LIGHT MINI X 1,5KG- 5301",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
503319,AD DOG LIGHT MINI X 3KG- 0222,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
928020,"AD DOG MINI ADULT LIGHT X7,5KG-0202",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
509319,AD DOG LIGHT MED X 3KG- 0406,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923672,AD DOG LIGHT MED X 12KG- 3542,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923545,AD DOG LIGHT MAXI X 14KG- 5455,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923527,"AD DOG SENIOR MINI X1,5KG-5271",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
547311,AD DOG SENIOR MINI X3KG-0253,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
928019,"AD DOG SENIOR MINI X 7,5KG-0196",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
553311,AD DOG SENIOR MED X 3KG- 0444,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500552,AD DOG SENIOR MED X 12KG- 3566,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923539,AD DOG SENIOR MAXI X 14KG- 5394,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
965805,"AD MINI SENSITIVE 0,7KG-2849",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
921514,"AD DOG SENSITIVE MINI 0,8KG- 5143",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923524,"AD DOG SENSITIVE MINI 1,5KG- 5240",ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
965808,AD DOG MINI SENSITIVE X7KG - 2825,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
524319,AD DOG SENSITIVE MED-MAXI 3KG- 0710,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500551,AD DOG SENSITIVE MED-MAXI 12KG- 3559,ADVANCE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923525,AVET ATOPIC RAB-PEASX3KG- 5257,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923533,AVET ATOPIC RAB-PEASX12KG- 5332,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
920645,AVET DOG ARTICU. REDUCED C.X3KG- 6455,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923674,AVET DOG ARTICU. REDUCED C.X12KG- 6448,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
920647,AVET DOG ARTICULAR SENIORX3KG-6479,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923675,AVET DOG ARTICULAR SENIORX12KG-6462,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
595310,AVET DOG ARTICULARX3KG-8166,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923673,AVET DOG ARTICULARX12KG-8180,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
922121,"AVET DOG ATOPIC MINI X1,5KG- 1212",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
967142,AVET DOG MINI ATOPIC SENSITIVE X 3KG - 9403,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
928105,"AVET DOG ATOPIC CARE MINI X 7,5KG-1056",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
529310,AVET DOG ATOPIC MED-MAX  X3KG- 0695,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923676,AVET DOG ATOPIC MED-MAX  X12KG- 0718,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
590311,AVET DOG DIABETES X 3KG- 2349,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
586810,"AVET DOG GASTROENTERIC X 0,8KG-8265",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
586311,AVET DOG GASTROENTERIC X 3KG-2264,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
924359,AVET DOG GASTROENTERIC X 12KG-7817,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
591219,"AVET DOG HYPOALLER. X2,5KG- 2363",ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923670,AVET DOG HYPOALLER. X10KG- 2370,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
587311,AVET DOG RENAL X 3KG- 2288,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
500824,AVET DOG RENAL X 12 KG- 8128,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
589311,AVET DOG URINARY X 3KG- 2325,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923678,AVET DOG URINARY X12KG - 8104,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923528,AVET DOG WEIGHT B. MED-MAXI X 3KG- 2301,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
923538,AVET DOG WEIGHT B. MED-MAXI X 12KG- 8111,ADVANCE VET,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1041,ADORE GATOS NUGGETS  X 8 KG,ADORE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
552,ADORE GATOS NUGGETS X 25 KG,ADORE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
550,ADORE GATOS NUGGETS X 500 GRS,ADORE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
547,ADORE NUGGETS PERROS X 1 KG,ADORE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
548,ADORE NUGGETS PERROS X 8 KG,ADORE,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2838,"ALIMENTO BLANDO POLLO PERROS LOPETS X 1,5KG",LOPETS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2878,ALIMENTO BLANDO POLLO PERROS LOPETS X 7KG,LOPETS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2751,ALIMENTO FARO GATO ADULTO CARNE Y POLLO X 2.7KG,FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2752,ALIMENTO FARO GATO ADULTO CASTRADO CARNE X900GR,FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2753,ALIMENTO FARO GATO ADULTO CASTRADO CARNE X 2.7KG,FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2754,ALIMENTO FARO GATO ADULTO CASTRADO CARNE X20KG,FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2755,ALIMENTO FARO GATITO SABOR CARNE Y LECHE X900GR,FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2756,"ALIM. FARO PERRO CACH.CARNE, HIGADO Y POL.X 20KG",FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2757,"ALIM. FARO PERRO  PEQ. CARNE, POLLO Y VEG X X900GR",FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2758,"ALIM. FARO PERRO  PEQ. CARNE, POLLO Y VEG X 2.7KG",FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2759,"ALIM. FARO PERRO MED Y G CARNE, POL Y VEG X 2.7KG",FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2760,"ALIM. FARO PERRO MED Y G CARNE, POL Y VEG X 7KG",FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2761,"ALIM. FARO PERRO MED Y G CARNE, POL Y VEG X 20KG",FARO,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1001,MEOW MIX HAIRBALL CONTROL X 1.42 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1005,MEOW MIX HAIRBALL X 2.86 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1002,MEOW MIX INDOOR X 1.42 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1006,MEOW MIX INDOOR X 2.86 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1009,MEOW MIX INDOOR X 6.44 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1003,MEOW MIX KITTEN X 1.42 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1000,MEOW MIX ORIGINAL X 1.42 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1004,MEOW MIX ORIGINAL X 2.86 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1007,MEOW MIX ORIGINAL X 7.26 KG,MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2487,"MEOW MIX ORIGINAL X 13,6 KG",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2475,"MEOW MIX TC BAS POLLO Y ATUN X 1,36KG 8801",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2476,"MEOW MIX TC BAST POLLO Y ATUN X 6,11 KG 9204",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2469,"MEOW MIX TC SALMON Y POLLOX 1,36KG 2527",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2470,"MEOW MIX TC SALMON Y POLLOX 6,11KG 2503",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2473,"MEOW MIX TC VIT BURST SALM Y PAV X 1,36KG 9137",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2474,"MEOW MIX TC VIT BURST SALM Y PAVX 6,11 KG 9120",MEOW MIX,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2421,"MIMOS CAT X 10,1 KG",MIMOS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1763,MIMOS CAT X 20 KILOS,MIMOS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
1764,MIMOS CAT X 500 GRS,MIMOS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2737,MIMOS DOG X 1 KG,MIMOS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2678,"MIMOS DOG X 10,1 KG",MIMOS,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2741,MIKDOG ADULTO CARNE Y HUESO CON NUGGETS X1KG,MIKDOG,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2742,MIKDOG ADULTO CARNE Y HUESO CON NUGGETS X7KG,MIKDOG,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2743,MIKDOG ADULTO CARNE Y HUESO CON NUGGETS X20KG,MIKDOG,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2744,MIKDOG CACHORROS CON NUGGETS X1KG,MIKDOG,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2745,MIKDOG CACHORROS CON NUGGETS X7KG,MIKDOG,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2746,MIKCAT CASTRADOS CON NUGGETS X1KG,MIKCAT,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
2747,MIKCAT CACHORROS CON NUGGETS X1KG,MIKCAT,ALIMENTOS COMPLETOS,LOGUS IMPORTACIONES,C4
515,ADORE SNACKS CACH. Y ADUL RAZAS MINI X 80 GRS,ADORE,SNACKS,LOGUS IMPORTACIONES,C4
517,ADORE SNACKS GATOS  X 80 GRS,ADORE,SNACKS,LOGUS IMPORTACIONES,C4
516,ADORE SNACKS GATOS ADULT P/LARGOS X 80 GRS,ADORE,SNACKS,LOGUS IMPORTACIONES,C4
2018B,BISCUITS LOPETS MIXX 200 GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2117,BISCUITS LOPETS MIX SANDWICH X 1 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2119,BISCUITS LOPETS MIX SANDWICH X 5 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2120,BISCUITS LOPETS MIX SANDWICH X 10 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2121,BISCUITS LOPETS SANDWICH HUESO X 1 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2122,BISCUITS LOPETS SANDWICH HUESO X 5 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2123,BISCUITS LOPETS SANDWICH HUESO X 10 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2124,BISCUITS LOPETS ROLLO RELLENO X 1 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2125,BISCUITS LOPETS ROLLO RELLENO X 200G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2126,BISCUITS LOPETS ROLLO RELLENO X 5KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2127,BISCUITS LOPETS ROLLO RELLENO X 10 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2132,BISCUITS LOPETS PUPPY VAINILLA  X 200 G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2133,BISCUITS PUPPY  VAINILLA  X 1 KG,BISCUITS,SNACKS,LOGUS IMPORTACIONES,C4
2134,BISCUITS LOPETS PUPPY VAINILLA  X 5 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2135,BISCUITS LOPETS PUPPY VAINILLA  X 10KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2136,BISCUITS LOPETS  MIX SANDWICH X 200G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2137,BISCUITS LOPETS  SANDWICH HUESO X 200G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2138,BISCUITS LOPETS MIX X 100 G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2836,BOCADITOS DE ENTRENAMIENTO  POLLO LOPETSX150g,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2837,BOCADITOS DE ENTRENAMIENTO CARNE LOPETS X150g,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2175,CABANO NATURAL LOPETS X 100G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2183,CABANO NATURAL LOPETS X 1KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2184,CABANO NATURAL LOPETS X 2 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2191,CABANO NATURAL LOPETS X 500G,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2185,CABANO NATURAL LOPETS X 5KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1097,CABANOS DE CARNAZA  X 10 UNID LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1090,CABANOS DE CARNAZA  X 1000 GRS LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1091,CABANOS DE CARNAZA  X 500 GRS LOPETS,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2773,CANINE CARRY OUTS BEEF x 128 G- 0008,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2774,CANINE CARRY OUTS BEEF x 638 G -0237,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2777,CANINE CARRY OUTS STEAK BITES X 128G,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2778,CANINE CARRY OUTS STEAK BITES X 638G,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2779,CANINE CARRY OUTS HOT DOG MINIS X 128G,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2780,CANINE CARRY OUTS HOT DOG MINIS X 638G,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2781,CANINE CARRY OUTS BURGER MINISX 128G,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2782,CANINE CARRY OUTS BURGER MINISX 628G,CANINE CARRY OUTS,SNACKS,LOGUS IMPORTACIONES,C4
2619,CAT YUMS SALMON MSC X 40G -8233,CAT YUMUS,SNACKS,LOGUS IMPORTACIONES,C4
2620,CAT YUMS LIVER SAUSAGE X 40G -8226,CAT YUMUS,SNACKS,LOGUS IMPORTACIONES,C4
2621,CAT YUMS CHEESE X40G - 8219,CAT YUMUS,SNACKS,LOGUS IMPORTACIONES,C4
2674,CAT YUMS CHICKEN & CAT GRASS X 40G - 5311,CAT YUMUS,SNACKS,LOGUS IMPORTACIONES,C4
2429,COLAGENO POLLO AROS X 15 UND (120G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
2480,COLAGENO POLLO DONUT X 1 UND (60 G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
2428,COLAGENO POLLO HUESITO  X 18 UND (120G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
2325,"COLAGENO POLLO LOPETS CHIPS 2""-6 X1KG",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2326,"COLAGENO POLLO LOPETS DONUT3,5 X 1KG",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2327,COLAGENO POLLO LOPETS FLAT BONE 2-3 X 1KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2328,COLAGENO POLLO LOPETS FLAT RING X 1 KG,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2323,"COLAGENO POLLO LOPETS M. ROLLO 5""-20 X 1KG",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2324,"COLAGENO POLLO LOPETS MINI ROLLO 5""-8 X 1KG",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2363,COLAGENO POLLO LOPETS ROLL 9-10 X 1 UND,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2322,"COLAGENO POLLO LOPETS ROLLO 5"" X 1KG",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2321,"COLAGENO POLLO LOPETS ROLLO 9-10"" X1KG",LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2432,COLAGENO POLLO PALITO GDE X 2 UND (125G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
2431,COLAGENO POLLO PALITO MED X 5 UND (125G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
2430,COLAGENO POLLO PALITO X 14 UND (125G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
2427,COLAGENO POLLO TABLA X 3 UND (108G APROX),COLAGENO,SNACKS,LOGUS IMPORTACIONES,C4
1778,GALLETAS RELLENAS PARA GATOS LOPETS X 70,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
1777,GALLETAS RELLENAS PARA PERROS LOPETS X 70GR,LOPETS,SNACKS,LOGUS IMPORTACIONES,C4
2277,DR ZOO HELADO BANANA SPLIT X 50G,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2276,DR ZOO HELADO CREMA X 50G,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2275,DR ZOO HELADOS SALCHICHA Y QUESO X 50 GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2841,DR ZOO TIRITAS SALMON GRILLADO X 40GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
2842,DR ZOO TIRITAS ATUN CON ARROZ X 40 GR,DR ZOO,SNACKS,LOGUS IMPORTACIONES,C4
